device,runtime,model,operation,seqlen,decode_tokens,throughput_tok_per_s,peak_ram_mb,disk_size_mb,zipped_size_mb,status,notes
galaxy_s24_or_s25,onnxruntime,lfm_2_5_vl_1_6b,decode,256,100,22.606100,2161.000,1754.691,1754.691,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=256; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,lfm_2_5_vl_1_6b,decode,512,100,21.820600,2161.000,1754.691,1754.691,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=512; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,lfm_2_5_vl_1_6b,decode,1024,100,20.428700,2402.000,1754.691,1754.691,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=1024; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,lfm_2_5_vl_1_6b,decode,2048,100,17.192900,3277.000,1754.691,1754.691,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=2048; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,parakeet_tdt_v3,parakeet_transcribe,,,,,,,unsupported,ONNX Runtime Parakeet TDT Android artifact and ASR runner are not configured
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,prefill,256,0,57.884400,1303.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=256; shared_decode_tokens=100"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,prefill,512,0,58.630400,1596.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=512; shared_decode_tokens=100"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,prefill,1024,0,57.203700,2181.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=1024; shared_decode_tokens=100"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,prefill,2048,0,54.185400,3654.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=2048; shared_decode_tokens=100"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,prefill,4096,0,49.628100,7326.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; benchmark_mode=strict; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; gpu=disabled; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,decode,256,100,15.374200,1303.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=256; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,decode,512,100,13.419100,1596.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=512; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,decode,1024,100,9.827840,2181.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=1024; shared_decode_tokens=100; shares measured invocation with prefill row"
galaxy_s24_or_s25,onnxruntime,qwen3_vl_2b,decode,2048,100,6.592570,3654.000,1440.083,1440.085,ok,"warmup_runs=1,measurement_runs=3; runner=onnxruntime_llm_bench; provider=CPUExecutionProvider; threads=1; thread_count=1; core_affinity=cpu7; taskset_mask=80; format=INT4/Q4 block=32; synthetic exact-length token ids; paired_prefill_decode=true; shared_context=2048; shared_decode_tokens=100; shares measured invocation with prefill row"
